seqnames	start	end	width	strand	Conc	Conc_DOX	Conc_none	Fold	p.value	FDR	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest	symbol	ENTREZID
chr22	40825849	40827255	1407	*	5.81	6.18	5.33	0.85	0.0402	0.329	3534	ENSG00000100372	40769630	40819399	-	upstream	-6450	6450	NearestLocation	SLC25A17	10478
chr3	169529041	169533539	4499	*	7.7	7.97	7.37	0.6	0.0402	0.329	4366	ENSG00000213178	169483671	169484080	-	upstream	-44961	44961	NearestLocation	NA	NA
chr7	41536929	41537515	587	*	3.65	2.08	4.38	-2.3	0.0402	0.329	8665	ENSG00000224116	41693916	41779388	+	upstream	-156987	156401	NearestLocation	INHBA-AS1	285954
chr3	170765561	170766552	992	*	5.66	6.03	5.16	0.87	0.0403	0.329	4437	ENSG00000239739	170740351	170741365	-	upstream	-24196	24196	NearestLocation	NA	NA
chr6	27532033	27533192	1160	*	6.28	6.6	5.87	0.73	0.0404	0.33	7000	ENSG00000218347	27523076	27524339	+	downstream	8957	7694	NearestLocation	NA	NA
chr1	56795830	56797281	1452	*	5.93	6.39	5.26	1.12	0.0404	0.33	189	ENSG00000187889	56718804	56819696	-	inside	23866	22415	NearestLocation	FYB2	199920
chr1_KI270765v1_alt	127707	128329	623	*	6.64	6.94	6.25	0.69	0.0405	0.33	1271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	14190282	14191186	905	*	6.99	7.28	6.62	0.66	0.0406	0.331	2411	ENSG00000212329	14190700	14190806	+	includeFeature	-418	380	NearestLocation	NA	NA
chr3	171299753	171301122	1370	*	5.97	6.33	5.5	0.83	0.0407	0.331	4526	ENSG00000222506	171439526	171439627	+	upstream	-139773	138404	NearestLocation	NA	NA
chr5	151811803	151813178	1376	*	6.16	6.58	5.57	1.01	0.0407	0.331	6576	ENSG00000270978	151848886	151850791	+	upstream	-37083	35708	NearestLocation	NA	NA
chr3	182616374	182618999	2626	*	7.27	7.58	6.88	0.7	0.0408	0.331	5794	ENSG00000228766	182610674	182611414	+	downstream	5700	4960	NearestLocation	NA	NA
chr1	42266491	42267464	974	*	5.63	6.05	5.05	1	0.0408	0.331	52	ENSG00000198815	42176539	42335877	-	inside	69386	68413	NearestLocation	FOXJ3	22887
chr8	125968436	125969885	1450	*	6.23	6.57	5.78	0.79	0.0408	0.331	9329	ENSG00000253651	125951861	125952314	-	upstream	-16122	16122	NearestLocation	NA	NA
chr3	173454298	173459183	4886	*	7.99	8.28	7.63	0.65	0.0408	0.331	4808	ENSG00000169760	173396284	174286644	+	inside	58014	58014	NearestLocation	NLGN1	22871
chr3	178248803	178250638	1836	*	6.23	6.66	5.61	1.05	0.0409	0.331	5436	ENSG00000197584	178272932	178844429	+	upstream	-24129	22294	NearestLocation	KCNMB2	10242
chr3	178212389	178215454	3066	*	6.88	7.2	6.47	0.73	0.0409	0.331	5429	ENSG00000197584	178272932	178844429	+	upstream	-60543	57478	NearestLocation	KCNMB2	10242
chr7	41110345	41111307	963	*	5.89	6.25	5.41	0.83	0.0409	0.331	8630	ENSG00000224017	41101604	41133507	+	inside	8741	8741	NearestLocation	LINC01449	101928773
chr3	169184553	169187745	3193	*	7.08	7.47	6.55	0.92	0.041	0.331	4300	ENSG00000241383	169003074	169005466	+	downstream	181479	179087	NearestLocation	NA	NA
chr3	115545548	115546434	887	*	4.96	5.45	4.21	1.24	0.0411	0.331	4130	ENSG00000172020	115623324	115721490	+	upstream	-77776	76890	NearestLocation	GAP43	2596
chr15	37054955	37055926	972	*	4.77	5.3	3.92	1.38	0.0411	0.331	2082	ENSG00000206676	37050828	37050930	-	upstream	-4025	4025	NearestLocation	NA	NA
chr6	51405364	51406644	1281	*	5.54	5.94	4.97	0.97	0.0415	0.334	7520	ENSG00000232702	51410081	51410537	-	downstream	5173	3437	NearestLocation	NA	NA
chr6	9764122	9765176	1055	*	5.61	5.98	5.09	0.89	0.0416	0.335	6830	ENSG00000216368	10118452	10119253	+	upstream	-354330	353276	NearestLocation	NA	NA
chr1	108501766	108503437	1672	*	6.38	6.89	5.59	1.3	0.0418	0.336	852	ENSG00000227832	108502358	108503455	+	overlapStart	-592	18	NearestLocation	NA	NA
chr3	171849826	171851729	1904	*	6.56	6.97	5.99	0.98	0.0419	0.337	4611	ENSG00000186329	171843349	171938715	+	inside	6477	6477	NearestLocation	TMEM212	389177
chr9	39810633	39811202	570	*	4.62	5.23	3.55	1.68	0.042	0.337	9367	ENSG00000278175	39809458	39809851	-	upstream	-782	782	NearestLocation	GLIDR	389741
chr3	67311742	67312313	572	*	5.05	5.51	4.36	1.15	0.042	0.337	3673	ENSG00000241884	67296300	67306359	+	downstream	15442	5383	NearestLocation	NA	NA
chr2	77650021	77650898	878	*	4.97	5.49	4.15	1.34	0.0422	0.338	2861	ENSG00000227088	77652413	77654668	-	downstream	4647	1515	NearestLocation	NA	NA
chr7	41515258	41515837	580	*	4.51	5.23	3	2.23	0.0422	0.338	8664	ENSG00000224116	41693916	41779388	+	upstream	-178658	178079	NearestLocation	INHBA-AS1	285954
chr1_KI270709v1_random	6535	8431	1897	*	4.78	5.31	3.95	1.36	0.0423	0.338	1258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	232037542	232038236	695	*	5.1	5.55	4.46	1.1	0.0425	0.34	1197	ENSG00000226758	231925834	231945233	+	downstream	111708	92309	NearestLocation	DISC1-IT1	104472714
chr7	35792491	35793301	811	*	5.5	6	4.7	1.3	0.0426	0.34	8302	ENSG00000228878	35751856	35800616	-	inside	8125	7315	NearestLocation	NA	NA
chr6	48452876	48454855	1980	*	5.62	6.06	4.98	1.08	0.0427	0.34	7404	ENSG00000216835	48213604	48214794	-	upstream	-238082	238082	NearestLocation	NA	NA
chr6	56713928	56716053	2126	*	6.62	7.01	6.09	0.92	0.0427	0.34	7809	ENSG00000231441	56844002	56864078	+	upstream	-130074	127949	NearestLocation	NA	NA
chr7	36767926	36769927	2002	*	6.14	6.47	5.69	0.78	0.0428	0.341	8342	ENSG00000235728	36781008	36782789	+	upstream	-13082	11081	NearestLocation	NA	NA
chr3	66020836	66021882	1047	*	5.86	6.27	5.27	1	0.0428	0.341	3667	ENSG00000203647	66008770	66009200	-	upstream	-11636	11636	NearestLocation	NA	NA
chr1	63874339	63875056	718	*	4.7	5.29	3.7	1.59	0.0429	0.341	413	ENSG00000228056	63843196	63843685	-	upstream	-30654	30654	NearestLocation	NA	NA
chr3	171572116	171573393	1278	*	6.19	6.62	5.58	1.05	0.0429	0.341	4570	ENSG00000234594	171534423	171534615	+	downstream	37693	37501	NearestLocation	NA	NA
chr22	25525111	25525872	762	*	5.11	5.71	4.05	1.66	0.0429	0.341	3455	ENSG00000265978	25532720	25532809	-	downstream	7698	6848	NearestLocation	NA	NA
chr3	173773879	173774985	1107	*	5.7	6.1	5.13	0.97	0.0431	0.341	4861	ENSG00000237645	173644231	173644711	+	downstream	129648	129168	NearestLocation	NA	NA
chr12	10175336	10176038	703	*	5.85	6.2	5.39	0.82	0.0431	0.341	1845	ENSG00000173391	10158301	10172138	-	upstream	-3198	3198	NearestLocation	OLR1	4973
chr1	236795391	236796234	844	*	5.99	6.85	3.58	3.27	0.0431	0.341	1219	ENSG00000116984	236795281	236903981	+	inside	110	110	NearestLocation	MTR	4548
chr4	110049305	110051051	1747	*	6.34	6.67	5.91	0.76	0.0432	0.341	6141	ENSG00000207260	109992325	109992431	+	downstream	56980	56874	NearestLocation	NA	NA
chr7	94579709	94581896	2188	*	6.73	7.2	6.01	1.2	0.0432	0.341	8979	ENSG00000127995	94509219	94557019	+	downstream	70490	22690	NearestLocation	CASD1	64921
chr3	170590356	170594874	4519	*	7.67	7.94	7.35	0.59	0.0433	0.342	4416	ENSG00000013293	170459584	170586074	-	upstream	-4282	4282	NearestLocation	SLC7A14	57709
chr6	53394909	53396705	1797	*	6.28	6.69	5.72	0.97	0.0436	0.344	7663	ENSG00000271338	53381519	53382203	+	downstream	13390	12706	NearestLocation	NA	NA
chr5	126392238	126393703	1466	*	5.72	6.08	5.24	0.84	0.0436	0.344	6473	ENSG00000155324	126360132	126496494	+	inside	32106	32106	NearestLocation	GRAMD2B	65983
chr3	174263249	174264330	1082	*	5.03	5.53	4.25	1.28	0.0437	0.344	4937	ENSG00000232601	174302944	174303287	-	downstream	40038	38614	NearestLocation	NA	NA
chr3	187750473	187751150	678	*	5.49	5.97	4.76	1.22	0.0438	0.345	5925	ENSG00000113916	187721377	187745727	-	upstream	-4746	4746	NearestLocation	BCL6	604
chr4	39539188	39541375	2188	*	7.15	7.41	6.82	0.59	0.0438	0.345	6085	ENSG00000109814	39498755	39528311	-	upstream	-10877	10877	NearestLocation	UGDH	7358
chr3	178525426	178526661	1236	*	5.48	5.99	4.67	1.32	0.0438	0.345	5489	ENSG00000271131	178493327	178493810	-	upstream	-31616	31616	NearestLocation	NA	NA
chr18	1844407	1845077	671	*	5.57	5.94	5.06	0.89	0.0439	0.345	2377	ENSG00000264080	1780329	1782064	+	downstream	64078	62343	NearestLocation	NA	NA
chr3	169181080	169183608	2529	*	7.27	7.53	6.95	0.57	0.044	0.345	4299	ENSG00000241383	169003074	169005466	+	downstream	178006	175614	NearestLocation	NA	NA
chr6	46842409	46843448	1040	*	5.63	6.02	5.09	0.94	0.0441	0.345	7250	ENSG00000112818	46793390	46839782	+	downstream	49019	2627	NearestLocation	MEP1A	4224
chr6	47253566	47254635	1070	*	5.46	5.86	4.91	0.95	0.0443	0.347	7304	ENSG00000146072	47231532	47309905	-	inside	56339	22034	NearestLocation	TNFRSF21	27242
chr18	23931452	23934010	2559	*	6.19	6.51	5.77	0.74	0.0444	0.347	2428	ENSG00000221389	23894115	23894206	-	upstream	-37246	37246	NearestLocation	NA	NA
chr1	94646416	94647425	1010	*	5.75	6.12	5.25	0.87	0.0445	0.347	834	ENSG00000232857	94650544	94651378	-	downstream	4962	3119	NearestLocation	NA	NA
chr9	114894020	114896208	2189	*	6.8	7.08	6.44	0.64	0.0445	0.347	9456	ENSG00000106952	114893343	114930595	-	inside	36575	677	NearestLocation	TNFSF8	944
chr3	173896244	173897042	799	*	5.26	5.74	4.53	1.21	0.0445	0.347	4877	ENSG00000228213	173910498	173920796	-	downstream	24552	13456	NearestLocation	NLGN1-AS1	100874010
chr5	36913884	36914449	566	*	5.03	5.52	4.29	1.22	0.0445	0.347	6304	ENSG00000249850	36885206	36886497	+	downstream	28678	27387	NearestLocation	NA	NA
chr3	176395649	176397306	1658	*	6.48	6.8	6.07	0.73	0.0445	0.347	5216	ENSG00000223715	176604143	176635532	-	downstream	239883	206837	NearestLocation	NA	NA
chr2	75334879	75336316	1438	*	5.92	6.29	5.43	0.86	0.0446	0.347	2740	ENSG00000236167	75455994	75456578	-	downstream	121699	119678	NearestLocation	NA	NA
chr7	80151001	80152051	1051	*	5.75	6.28	4.89	1.39	0.0447	0.348	8848	ENSG00000127955	80133955	80219402	+	inside	17046	17046	NearestLocation	GNAI1	2770
chr5	157289942	157291423	1482	*	6.28	6.6	5.88	0.72	0.0448	0.348	6586	ENSG00000253653	157260122	157266625	-	upstream	-23317	23317	NearestLocation	NA	NA
chr3	174158563	174159855	1293	*	5.59	5.98	5.05	0.93	0.0448	0.348	4918	ENSG00000252982	174057641	174057864	+	downstream	100922	100699	NearestLocation	NA	NA
chr7	40492249	40492935	687	*	5.65	6.02	5.15	0.87	0.0448	0.348	8569	ENSG00000203446	40538127	40546928	-	downstream	54679	45192	NearestLocation	NA	NA
chr3	169556353	169557578	1226	*	5.69	6.13	5.07	1.05	0.0449	0.348	4372	ENSG00000242795	169613510	169623951	-	downstream	67598	55932	NearestLocation	NA	NA
chr17_GL000205v2_random	50058	51707	1650	*	6.26	6.62	5.78	0.84	0.045	0.349	2346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3	178650202	178651037	836	*	3.94	4.71	2.15	2.56	0.0453	0.351	5517	ENSG00000271131	178493327	178493810	-	upstream	-156392	156392	NearestLocation	NA	NA
chr15	65303725	65304354	630	*	5.47	5.88	4.91	0.96	0.0455	0.352	2131	ENSG00000200156	65304677	65304792	+	upstream	-952	323	NearestLocation	RNU5B-1	26832
chr3	177904232	177906496	2265	*	7.28	7.56	6.93	0.63	0.0455	0.352	5381	ENSG00000225790	177934823	177937662	+	upstream	-30591	28327	NearestLocation	NA	NA
chr9	109035015	109036358	1344	*	4.82	5.53	3.32	2.22	0.0456	0.352	9400	ENSG00000199331	109042386	109042487	-	downstream	7472	6028	NearestLocation	NA	NA
chr3	172422814	172424507	1694	*	5.64	6.11	4.94	1.16	0.0456	0.353	4677	ENSG00000236686	172425850	172427089	-	downstream	4275	1343	NearestLocation	NA	NA
chrUn_GL000218v1	15270	17284	2015	*	6.52	6.84	6.1	0.74	0.0457	0.353	9559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr9	112921400	112922524	1125	*	5.86	6.21	5.39	0.81	0.0457	0.353	9442	ENSG00000119457	112878920	112890913	-	upstream	-30487	30487	NearestLocation	SLC46A2	57864
chr2	220320824	220321691	868	*	5.15	5.67	4.31	1.36	0.0458	0.353	3107	ENSG00000221199	220191878	220191956	+	downstream	128946	128868	NearestLocation	NA	NA
chrX	71532144	71533812	1669	*	6.6	7.47	4.02	3.45	0.0459	0.353	9654	ENSG00000147162	71533083	71575897	+	overlapStart	-939	729	NearestLocation	OGT	8473
chr20	30095462	30097837	2376	*	6.17	6.6	5.55	1.06	0.0459	0.353	3202	ENSG00000204555	30214798	30214976	-	downstream	119514	116961	NearestLocation	NA	NA
chr9	123066428	123067752	1325	*	6	6.37	5.49	0.88	0.046	0.353	9503	ENSG00000225078	123061845	123063312	-	upstream	-3116	3116	NearestLocation	NA	NA
chr3	175860354	175861748	1395	*	6.18	6.52	5.72	0.81	0.0461	0.353	5157	ENSG00000273193	175809764	175810552	+	downstream	50590	49802	NearestLocation	NA	NA
chr3	175243121	175244836	1716	*	6.09	6.44	5.64	0.79	0.0462	0.353	5076	ENSG00000226779	175234861	175271096	-	inside	27975	8260	NearestLocation	NA	NA
chr1	115166415	115167394	980	*	5.36	5.77	4.78	1	0.0462	0.353	902	ENSG00000233730	115099672	115102658	+	downstream	66743	63757	NearestLocation	NA	NA
chr6	8532227	8533358	1132	*	5.46	5.85	4.9	0.95	0.0462	0.353	6733	ENSG00000124786	8413068	8435483	-	upstream	-96744	96744	NearestLocation	SLC35B3	51000
chr5	159084682	159085574	893	*	5.33	5.74	4.77	0.96	0.0462	0.353	6604	ENSG00000164330	158695916	159099761	-	inside	15079	14187	NearestLocation	EBF1	1879
chr6	71468894	71470956	2063	*	6.53	6.83	6.14	0.7	0.0462	0.353	7887	ENSG00000223765	71450834	71458874	+	downstream	18060	10020	NearestLocation	NA	NA
chr10	17257004	17257922	919	*	5.5	5.92	4.92	0.99	0.0463	0.353	1294	ENSG00000234961	17233325	17234833	-	upstream	-22171	22171	NearestLocation	NA	NA
chr22	23002728	23003403	676	*	5.87	6.72	3.53	3.19	0.0463	0.353	3445	ENSG00000223679	22990690	23008356	+	inside	12038	4953	NearestLocation	NA	NA
chr6	8101533	8102599	1067	*	6.87	7.75	4.22	3.53	0.0464	0.354	6706	ENSG00000124802	8073360	8102578	-	overlapStart	1045	21	NearestLocation	EEF1E1	9521
chr3	169128821	169129884	1064	*	5.4	5.85	4.76	1.09	0.0464	0.354	4283	ENSG00000241383	169003074	169005466	+	downstream	125747	123355	NearestLocation	NA	NA
chr3	178833095	178834106	1012	*	5.81	6.2	5.27	0.93	0.0465	0.354	5553	ENSG00000237978	178526505	178860405	-	inside	27310	26299	NearestLocation	NA	NA
chr3	176857322	176858657	1336	*	5.8	6.19	5.26	0.93	0.0465	0.354	5281	ENSG00000232461	176643941	176867838	-	inside	10516	9181	NearestLocation	NA	NA
chr3	185935148	185935766	619	*	6.05	6.44	5.52	0.93	0.0465	0.354	5836	ENSG00000136527	185915906	185938136	-	inside	2988	2370	NearestLocation	TRA2B	6434
chr1	244602976	244604085	1110	*	5.32	5.79	4.61	1.18	0.0466	0.354	1239	ENSG00000227735	244598391	244598687	-	upstream	-4289	4289	NearestLocation	NA	NA
chr2	37690021	37690898	878	*	5.33	5.8	4.64	1.16	0.0466	0.354	2510	ENSG00000163171	37641882	37738468	-	inside	48447	47570	NearestLocation	CDC42EP3	10602
chr1	82628078	82629116	1039	*	5.72	6.18	5.06	1.12	0.0466	0.354	733	ENSG00000277664	82660030	82660119	+	upstream	-31952	30914	NearestLocation	NA	NA
chr3	178470990	178472114	1125	*	6.06	6.4	5.62	0.78	0.0467	0.354	5477	ENSG00000271131	178493327	178493810	-	downstream	22820	21213	NearestLocation	NA	NA
chr1	37229205	37229880	676	*	4.58	5.23	3.35	1.88	0.0467	0.354	22	ENSG00000207328	37203610	37203716	+	downstream	25595	25489	NearestLocation	NA	NA
chr3	186587300	186589701	2402	*	7.22	7.58	6.74	0.84	0.0467	0.354	5855	ENSG00000113838	186546073	186570543	-	upstream	-16757	16757	NearestLocation	TBCCD1	55171
chr3	182185302	182186359	1058	*	5.53	5.9	5.02	0.88	0.047	0.356	5749	ENSG00000240478	182121884	182142137	+	downstream	63418	43165	NearestLocation	NA	NA
chr7	34509618	34510698	1081	*	5.26	5.69	4.64	1.05	0.047	0.356	8231	ENSG00000187258	34658239	34878332	+	upstream	-148621	147541	NearestLocation	NPSR1	387129
chr3	174411363	174412788	1426	*	6.15	6.51	5.67	0.84	0.0471	0.356	4970	ENSG00000177694	174438573	175805640	+	upstream	-27210	25785	NearestLocation	NAALADL2	254827
chr2	66364204	66366204	2001	*	6.11	6.5	5.58	0.92	0.0471	0.356	2676	ENSG00000264525	66358249	66358328	-	upstream	-5876	5876	NearestLocation	MIR4778	100616464
chr10	61759177	61760892	1716	*	5.39	5.81	4.81	1	0.0472	0.356	1368	ENSG00000233643	61781745	61821246	-	downstream	62069	20853	NearestLocation	NA	NA
chr2	54891748	54893694	1947	*	6.32	6.69	5.81	0.88	0.0472	0.356	2627	ENSG00000252507	54850289	54850352	+	downstream	41459	41396	NearestLocation	NA	NA
chr12	47277393	47278159	767	*	6.28	6.61	5.84	0.76	0.0473	0.356	1885	ENSG00000257925	47237734	47279021	-	inside	1628	862	NearestLocation	NA	NA
chr6	47046386	47048467	2082	*	6.99	7.31	6.59	0.72	0.0474	0.357	7275	ENSG00000153292	46997703	47042363	-	upstream	-4023	4023	NearestLocation	ADGRF1	266977
chr3	174099701	174101669	1969	*	6.83	7.1	6.49	0.62	0.0475	0.357	4911	ENSG00000252982	174057641	174057864	+	downstream	42060	41837	NearestLocation	NA	NA
chr3	173364242	173365869	1628	*	6.19	6.54	5.72	0.82	0.0475	0.357	4793	ENSG00000169760	173396284	174286644	+	upstream	-32042	30415	NearestLocation	NLGN1	22871
chr3	178352305	178352972	668	*	5.26	5.72	4.56	1.16	0.0476	0.357	5450	ENSG00000223930	178202050	178385417	-	inside	33112	32445	NearestLocation	NA	NA
chr7	76939119	76939570	452	*	3.34	1.57	4.11	-2.54	0.0476	0.357	8843	ENSG00000236280	76968346	76968518	+	upstream	-29227	28776	NearestLocation	NA	NA
chr15	76431549	76432831	1283	*	5.56	5.93	5.04	0.89	0.0477	0.358	2164	ENSG00000261232	76472099	76472365	+	upstream	-40550	39268	NearestLocation	NA	NA
chr5	111091625	111092961	1337	*	6.36	7.23	3.88	3.35	0.0478	0.358	6417	ENSG00000134987	111091716	111130502	+	overlapStart	-91	91	NearestLocation	WDR36	134430
chr2	55007049	55008364	1316	*	5.48	5.95	4.78	1.17	0.0478	0.358	2632	ENSG00000200086	55014418	55014521	-	downstream	7472	6054	NearestLocation	NA	NA
chr7	143127166	143128033	868	*	4.72	5.3	3.74	1.56	0.0479	0.359	9147	ENSG00000159763	143132077	143139746	+	upstream	-4911	4044	NearestLocation	PIP	5304
chr6	8415260	8416563	1304	*	6.11	6.46	5.66	0.8	0.0481	0.359	6728	ENSG00000124786	8413068	8435483	-	inside	20223	2192	NearestLocation	SLC35B3	51000
chr3	187549893	187550618	726	*	5.04	5.54	4.28	1.26	0.0483	0.36	5906	ENSG00000228952	187448845	187449450	+	downstream	101048	100443	NearestLocation	NA	NA
chr5	159037202	159038766	1565	*	5.9	6.25	5.43	0.82	0.0483	0.36	6603	ENSG00000253456	158985806	158987199	+	downstream	51396	50003	NearestLocation	NA	NA
chr5	143350077	143351161	1085	*	5.67	6.03	5.18	0.85	0.0483	0.36	6525	ENSG00000231579	143332605	143333239	+	downstream	17472	16838	NearestLocation	NA	NA
chr11	32091224	32091728	505	*	5.21	5.76	4.33	1.43	0.0483	0.36	1582	ENSG00000255490	32085111	32085712	+	downstream	6113	5512	NearestLocation	NA	NA
chr10	87413859	87414585	727	*	5.72	6.26	4.82	1.44	0.0484	0.361	1426	ENSG00000231569	87408044	87408258	-	upstream	-5601	5601	NearestLocation	NA	NA
chr3	110526888	110528049	1162	*	5.66	6.06	5.1	0.96	0.0485	0.361	3898	ENSG00000240895	110527482	110529582	-	overlapEnd	2694	567	NearestLocation	NA	NA
chr3	111922362	111924151	1790	*	6.31	6.69	5.79	0.9	0.0485	0.361	3945	ENSG00000144827	111979010	111993363	+	upstream	-56648	54859	NearestLocation	ABHD10	55347
chr3	99816970	99817883	914	*	6.3	7.16	3.84	3.32	0.0487	0.362	3723	ENSG00000184220	99817834	100178603	+	overlapStart	-864	49	NearestLocation	CMSS1	84319
chr7	40984602	40985604	1003	*	5.25	5.73	4.53	1.2	0.0487	0.362	8616	ENSG00000232458	40964667	40979939	-	upstream	-4663	4663	NearestLocation	LINC01450	101928744
chr12	4256168	4256732	565	*	5.59	5.97	5.08	0.88	0.0489	0.362	1801	ENSG00000118971	4273772	4305350	+	upstream	-17604	17040	NearestLocation	CCND2	894
chr3	171733983	171736239	2257	*	7.33	7.58	7.02	0.56	0.0489	0.362	4588	ENSG00000075651	171600405	171810950	-	inside	76967	74711	NearestLocation	PLD1	5337
chr7	41400536	41401319	784	*	5.23	5.72	4.46	1.26	0.049	0.362	8653	ENSG00000224116	41693916	41779388	+	upstream	-293380	292597	NearestLocation	INHBA-AS1	285954
chr1	85473474	85474590	1117	*	5.71	6.09	5.2	0.9	0.049	0.362	823	ENSG00000273264	85467295	85467660	+	downstream	6179	5814	NearestLocation	NA	NA
chr6	24931307	24934306	3000	*	7.68	7.94	7.38	0.56	0.049	0.362	6943	ENSG00000217083	24947880	24948344	+	upstream	-16573	13574	NearestLocation	NA	NA
chr7	41108038	41109604	1567	*	6.7	6.98	6.35	0.63	0.049	0.362	8629	ENSG00000224017	41101604	41133507	+	inside	6434	6434	NearestLocation	LINC01449	101928773
chr6	40842347	40843296	950	*	5.29	5.7	4.7	1	0.0492	0.363	7023	ENSG00000237947	40713411	40715363	-	upstream	-126984	126984	NearestLocation	NA	NA
chr2_KI270715v1_random	54229	54808	580	*	5.39	5.78	4.85	0.94	0.0493	0.363	3124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	172782762	172784061	1300	*	6.09	6.94	3.71	3.23	0.0493	0.363	3078	ENSG00000228016	172677141	172736206	-	upstream	-46556	46556	NearestLocation	RAPGEF4-AS1	91149
chr10	14587719	14588295	577	*	6.18	6.5	5.76	0.74	0.0493	0.363	1289	ENSG00000236495	14652742	14661691	+	upstream	-65023	64447	NearestLocation	NA	NA
chr6	49583905	49584699	795	*	5.28	5.69	4.7	0.99	0.0494	0.363	7448	ENSG00000216998	49565924	49580166	-	upstream	-3739	3739	NearestLocation	NA	NA
chr3	193379603	193381571	1969	*	6.3	6.69	5.78	0.91	0.0494	0.363	5975	ENSG00000187527	193274790	193378843	-	upstream	-760	760	NearestLocation	ATP13A5	344905
chr3	175696625	175697510	886	*	5.25	5.72	4.53	1.19	0.0494	0.363	5126	ENSG00000236241	175675087	175676801	-	upstream	-19824	19824	NearestLocation	NA	NA
chr3	178025915	178027485	1571	*	6.33	6.65	5.92	0.73	0.0494	0.363	5402	ENSG00000199858	178007672	178007779	-	upstream	-18136	18136	NearestLocation	NA	NA
chr6	9973582	9976473	2892	*	6.73	7.04	6.34	0.69	0.0495	0.363	6844	ENSG00000216368	10118452	10119253	+	upstream	-144870	141979	NearestLocation	NA	NA
chr5	159551189	159552423	1235	*	5.95	6.29	5.49	0.8	0.0495	0.363	6638	ENSG00000266432	159525938	159526010	+	downstream	25251	25179	NearestLocation	NA	NA
chr1	59497918	59499588	1671	*	7.14	7.41	6.81	0.6	0.0495	0.363	255	ENSG00000172456	59296638	59767675	+	inside	201280	201280	NearestLocation	FGGY	55277
chr1	118786208	118787804	1597	*	5.97	6.34	5.46	0.89	0.0498	0.363	928	ENSG00000229911	118712999	118713678	+	downstream	73209	72530	NearestLocation	NA	NA
chr6	50744693	50745489	797	*	4.89	5.37	4.16	1.21	0.0498	0.363	7487	ENSG00000008197	50713828	50772988	+	inside	30865	27499	NearestLocation	TFAP2D	83741
chr6	50402620	50403114	495	*	3.93	4.68	2.27	2.41	0.0498	0.363	7478	ENSG00000233470	50514035	50521104	+	upstream	-111415	110921	NearestLocation	NA	NA
